expid,date,y,x
EVER04154-2004,2004-05-24,7900.0,37
EVER04154-2004,2004-05-27,8849.0,40
EVER04155-2004,2004-04-05,5360.0,0
EVER04155-2004,2004-04-08,6050.0,3
EVER04155-2004,2004-04-10,6400.0,5
EVER04155-2004,2004-05-15,7300.0,40
EVER04155-2004,2004-05-16,7900.0,41
EVER04155-2004,2004-05-17,8849.0,42
EVER04156-2004,2004-04-02,5360.0,0
EVER04156-2004,2004-04-09,6000.0,7
EVER04156-2004,2004-04-15,6500.0,13
EVER04156-2004,2004-04-22,7500.0,20
EVER04156-2004,2004-05-15,7900.0,43
EVER04156-2004,2004-05-16,8849.0,44
EVER04157-2004,2004-04-13,5360.0,0
EVER04157-2004,2004-04-17,6100.0,4
EVER04157-2004,2004-04-23,6430.0,10
EVER04157-2004,2004-05-05,7300.0,22
EVER04157-2004,2004-05-16,7900.0,33
EVER04157-2004,2004-05-17,8849.0,34
EVER04159-2004,2004-04-08,5360.0,0
EVER04159-2004,2004-04-16,6000.0,8
EVER04159-2004,2004-04-21,6400.0,13
EVER04159-2004,2004-05-13,7300.0,35
EVER04159-2004,2004-05-22,8000.0,44
EVER04159-2004,2004-05-24,8849.0,46
EVER04160-2004,2004-04-04,5360.0,0
EVER04160-2004,2004-04-08,6000.0,4
EVER04160-2004,2004-04-11,6500.0,7
EVER04160-2004,2004-04-20,7300.0,16
EVER04160-2004,2004-04-30,7900.0,26
EVER04160-2004,2004-05-15,8849.0,41
EVER04160-2004,2004-05-16,8849.0,42
EVER04161-2004,2004-04-02,5360.0,0
EVER04161-2004,2004-04-11,6100.0,9
EVER04161-2004,2004-04-14,6370.0,12
EVER04161-2004,2004-05-13,7370.0,41
EVER04161-2004,2004-05-14,7900.0,42
EVER04161-2004,2004-05-15,8849.0,43
EVER04162-2004,2004-04-03,5360.0,0
EVER04162-2004,2004-04-10,6100.0,7
EVER04162-2004,2004-04-12,6450.0,9
EVER04162-2004,2004-04-26,7400.0,23
EVER04162-2004,2004-05-16,7900.0,43
EVER04162-2004,2004-05-17,8849.0,44
EVER04163-2004,2004-04-25,5360.0,0
EVER04163-2004,2004-04-28,6400.0,3
EVER04163-2004,2004-05-05,7000.0,10
EVER04163-2004,2004-05-15,7700.0,20
EVER04163-2004,2004-05-18,8300.0,23
EVER04163-2004,2004-05-19,8849.0,24
EVER04301-2004,2004-08-25,5360.0,0
EVER04301-2004,2004-09-01,6400.0,7
EVER04301-2004,2004-09-14,7000.0,20
EVER04301-2004,2004-09-17,7550.0,23
EVER04302-2004,2004-09-03,5360.0,0
EVER04302-2004,2004-09-09,6400.0,6
EVER04302-2004,2004-09-26,7000.0,23
EVER04302-2004,2004-09-28,7700.0,25
EVER04302-2004,2004-10-06,8000.0,33
EVER04302-2004,2004-10-07,8500.0,34
EVER05101-2005,2005-04-05,5360.0,0
EVER05101-2005,2005-04-06,5360.0,1
EVER05101-2005,2005-04-11,6450.0,6
EVER05101-2005,2005-04-23,7100.0,18
EVER05101-2005,2005-05-26,7700.0,51
EVER05101-2005,2005-05-28,8300.0,53
EVER05102-2005,2005-04-13,5360.0,0
EVER05102-2005,2005-04-20,6200.0,7
EVER05102-2005,2005-05-25,6900.0,42
EVER05103-2005,2005-05-09,5360.0,0
EVER05103-2005,2005-05-13,6400.0,4
EVER05103-2005,2005-05-24,7050.0,15
EVER05103-2005,2005-05-25,7800.0,16
EVER05103-2005,2005-05-26,8300.0,17
EVER05103-2005,2005-05-27,8849.0,18
EVER05104-2005,2005-04-08,5360.0,0
EVER05104-2005,2005-04-17,6400.0,9
EVER05104-2005,2005-04-21,7042.0,13
EVER05104-2005,2005-04-25,7800.0,17
EVER05104-2005,2005-05-01,8300.0,23
EVER05104-2005,2005-05-29,8849.0,51
EVER05106-2005,2005-04-10,5360.0,0
EVER05106-2005,2005-04-14,6400.0,4
EVER05106-2005,2005-05-30,8300.0,50
EVER05106-2005,2005-06-02,8849.0,53
EVER05107-2005,2005-04-22,5360.0,0
EVER05107-2005,2005-04-25,6450.0,3
EVER05107-2005,2005-05-02,7100.0,10
EVER05107-2005,2005-05-03,7700.0,11
EVER05107-2005,2005-05-30,8300.0,38
EVER05107-2005,2005-06-02,8450.0,41
EVER05108-2005,2005-04-08,5360.0,0
EVER05108-2005,2005-04-12,6400.0,4
EVER05108-2005,2005-04-21,7100.0,13
EVER05108-2005,2005-05-16,7700.0,38
EVER05108-2005,2005-05-19,8300.0,41
EVER05108-2005,2005-05-20,8630.0,42
EVER05109-2005,2005-04-23,5360.0,0
EVER05109-2005,2005-04-28,6450.0,5
EVER05109-2005,2005-05-01,7000.0,8
EVER05109-2005,2005-05-19,7700.0,26
EVER05109-2005,2005-05-20,8300.0,27
EVER05109-2005,2005-05-21,8849.0,28
EVER05110-2005,2005-04-27,5360.0,0
EVER05110-2005,2005-05-02,6400.0,5
EVER05110-2005,2005-05-04,7066.0,7
EVER05110-2005,2005-05-05,7700.0,8
EVER05110-2005,2005-05-28,8300.0,31
EVER05110-2005,2005-05-29,8826.0,32
EVER05112-2005,2005-04-07,5360.0,0
EVER05112-2005,2005-04-14,6300.0,7
EVER05112-2005,2005-04-17,7100.0,10
EVER05112-2005,2005-05-27,7900.0,50
EVER05112-2005,2005-05-28,8300.0,51
EVER05112-2005,2005-05-29,8849.0,52
EVER05113-2005,2005-04-04,5360.0,0
EVER05113-2005,2005-04-10,6400.0,6
EVER05113-2005,2005-04-15,7050.0,11
EVER05113-2005,2005-04-27,7700.0,23
EVER05113-2005,2005-06-01,8300.0,58
EVER05113-2005,2005-06-02,8849.0,59
EVER05114-2005,2005-04-27,5360.0,0
EVER05114-2005,2005-05-01,7000.0,4
EVER05114-2005,2005-05-06,7000.0,9
EVER05114-2005,2005-05-28,7700.0,31
EVER05114-2005,2005-05-29,8300.0,32
EVER05114-2005,2005-05-30,8849.0,33
EVER05117-2005,2005-04-03,5360.0,0
EVER05117-2005,2005-04-08,6400.0,5
EVER05117-2005,2005-04-20,7000.0,17
EVER05117-2005,2005-04-25,7300.0,22
EVER05118-2005,2005-04-04,5360.0,0
EVER05118-2005,2005-04-09,6350.0,5
EVER05118-2005,2005-04-15,7000.0,11
EVER05118-2005,2005-04-25,7700.0,21
EVER05118-2005,2005-05-17,7800.0,43
EVER05118-2005,2005-05-29,8000.0,55
EVER05120-2005,2005-04-04,5360.0,0
EVER05120-2005,2005-04-09,6350.0,5
EVER05120-2005,2005-04-17,7000.0,13
EVER05120-2005,2005-05-26,7500.0,52
EVER05120-2005,2005-05-27,7700.0,53
EVER05122-2005,2005-04-04,5360.0,0
EVER05122-2005,2005-04-09,6350.0,5
EVER05122-2005,2005-04-24,7000.0,20
EVER05122-2005,2005-04-30,7700.0,26
EVER05122-2005,2005-05-29,8300.0,55
EVER05122-2005,2005-05-30,8849.0,56
EVER05123-2005,2005-04-04,5360.0,0
EVER05123-2005,2005-04-09,6350.0,5
EVER05123-2005,2005-04-17,7000.0,13
EVER05123-2005,2005-04-19,7800.0,15
EVER05123-2005,2005-05-28,8300.0,54
EVER05123-2005,2005-05-29,8849.0,55
EVER05124-2005,2005-04-04,5360.0,0
EVER05124-2005,2005-04-09,6350.0,5
EVER05124-2005,2005-04-17,7000.0,13
EVER05124-2005,2005-04-21,7500.0,17
EVER05124-2005,2005-05-20,7900.0,46
EVER05124-2005,2005-05-21,8849.0,47
EVER05125-2005,2005-04-03,5360.0,0
EVER05125-2005,2005-04-10,7400.0,7
EVER05125-2005,2005-05-19,7900.0,46
EVER05125-2005,2005-05-20,8210.0,47
EVER05125-2005,2005-05-21,8849.0,48
EVER05126-2005,2005-04-10,5360.0,0
EVER05126-2005,2005-04-15,6450.0,5
EVER05126-2005,2005-04-22,7100.0,12
EVER05126-2005,2005-05-02,7700.0,22
EVER05126-2005,2005-06-01,8300.0,52
EVER05126-2005,2005-06-02,8849.0,53
EVER05127-2005,2005-04-06,5360.0,0
EVER05127-2005,2005-04-13,6450.0,7
EVER05127-2005,2005-04-17,7100.0,11
EVER05127-2005,2005-04-23,7700.0,17
EVER05127-2005,2005-05-29,8300.0,53
EVER05127-2005,2005-05-30,8849.0,54
EVER05128-2005,2005-04-10,5360.0,0
EVER05128-2005,2005-04-17,6450.0,7
EVER05128-2005,2005-04-27,7100.0,17
EVER05128-2005,2005-06-02,7800.0,53
EVER05128-2005,2005-06-03,8300.0,54
EVER05128-2005,2005-06-04,8849.0,55
EVER05129-2005,2005-04-12,5360.0,0
EVER05129-2005,2005-04-17,6400.0,5
EVER05129-2005,2005-04-20,7100.0,8
EVER05129-2005,2005-05-19,7500.0,37
EVER05129-2005,2005-05-31,8200.0,49
EVER05129-2005,2005-06-02,8849.0,51
EVER05131-2005,2005-04-14,5360.0,0
EVER05131-2005,2005-04-19,6370.0,5
EVER05131-2005,2005-04-23,7100.0,9
EVER05131-2005,2005-05-18,7600.0,34
EVER05131-2005,2005-06-01,8300.0,48
EVER05131-2005,2005-06-02,8849.0,49
EVER05132-2005,2005-04-14,5360.0,0
EVER05132-2005,2005-04-19,6400.0,5
EVER05132-2005,2005-04-24,7000.0,10
EVER05132-2005,2005-05-31,8000.0,47
EVER05134-2005,2005-04-10,5360.0,0
EVER05134-2005,2005-04-22,7400.0,12
EVER05134-2005,2005-05-19,7800.0,39
EVER05134-2005,2005-05-20,8300.0,40
EVER05134-2005,2005-05-21,8849.0,41
EVER05136-2005,2005-04-14,5360.0,0
EVER05136-2005,2005-04-19,6400.0,5
EVER05136-2005,2005-04-24,7000.0,10
EVER05136-2005,2005-05-29,7900.0,45
EVER05137-2005,2005-04-10,5360.0,0
EVER05137-2005,2005-04-19,6400.0,9
EVER05137-2005,2005-04-26,7040.0,16
EVER05137-2005,2005-05-05,7680.0,25
EVER05137-2005,2005-05-29,8210.0,49
EVER05137-2005,2005-05-30,8849.0,50
EVER05138-2005,2005-05-19,5360.0,0
EVER05138-2005,2005-05-20,6450.0,1
EVER05138-2005,2005-05-27,7100.0,8
EVER05138-2005,2005-05-29,7900.0,10
EVER05138-2005,2005-05-30,8350.0,11
EVER05139-2005,2005-04-14,5360.0,0
EVER05139-2005,2005-04-16,6400.0,2
EVER05139-2005,2005-04-19,7100.0,5
EVER05139-2005,2005-04-21,7900.0,7
EVER05139-2005,2005-05-26,7900.0,42
EVER05140-2005,2005-04-12,5360.0,0
EVER05140-2005,2005-04-17,6450.0,5
EVER05140-2005,2005-04-24,7100.0,12
EVER05140-2005,2005-04-25,7500.0,13
EVER05140-2005,2005-06-02,7800.0,51
EVER05140-2005,2005-06-03,8300.0,52
EVER05140-2005,2005-06-04,8849.0,53
EVER05141-2005,2005-04-03,5360.0,0
EVER05141-2005,2005-04-10,6400.0,7
EVER05141-2005,2005-04-22,7100.0,19
EVER05141-2005,2005-05-28,7900.0,55
EVER05142-2005,2005-04-07,5360.0,0
EVER05142-2005,2005-04-13,6400.0,6
EVER05142-2005,2005-04-19,7050.0,12
EVER05142-2005,2005-05-20,7700.0,43
EVER05142-2005,2005-05-21,8300.0,44
EVER05142-2005,2005-05-30,8849.0,53
EVER05143-2005,2005-04-29,5360.0,0
EVER05143-2005,2005-05-06,6450.0,7
EVER05143-2005,2005-05-16,7100.0,17
EVER05143-2005,2005-05-21,7900.0,22
EVER05143-2005,2005-05-27,8300.0,28
EVER05143-2005,2005-05-28,8500.0,29
EVER05144-2005,2005-04-14,5360.0,0
EVER05144-2005,2005-04-16,6400.0,2
EVER05144-2005,2005-04-25,7100.0,11
EVER05144-2005,2005-05-26,7500.0,42
EVER05144-2005,2005-05-27,8300.0,43
EVER05145-2005,2005-05-09,5360.0,0
EVER05145-2005,2005-05-10,6370.0,1
EVER05145-2005,2005-05-19,7045.0,10
EVER05145-2005,2005-05-30,7600.0,21
EVER05145-2005,2005-05-31,7850.0,22
EVER05145-2005,2005-06-01,8849.0,23
EVER05146-2005,2005-04-13,5360.0,0
EVER05146-2005,2005-04-18,6400.0,5
EVER05146-2005,2005-04-20,7050.0,7
EVER05146-2005,2005-05-18,7600.0,35
EVER05146-2005,2005-05-19,7800.0,36
EVER05147-2005,2005-05-22,5360.0,0
EVER05147-2005,2005-05-23,6300.0,1
EVER05147-2005,2005-05-29,7050.0,7
EVER05147-2005,2005-05-30,7600.0,8
EVER05147-2005,2005-06-04,8300.0,13
EVER05147-2005,2005-06-05,8849.0,14
EVER05149-2005,2005-04-16,5360.0,0
EVER05149-2005,2005-04-18,6400.0,2
EVER05149-2005,2005-04-25,7100.0,9
EVER05149-2005,2005-05-10,7500.0,24
EVER05150-2005,2005-04-13,5360.0,0
EVER05150-2005,2005-04-17,6400.0,4
EVER05150-2005,2005-04-21,7000.0,8
EVER05150-2005,2005-04-24,7500.0,11
EVER05150-2005,2005-05-21,8200.0,38
EVER05151-2005,2005-05-13,5360.0,0
EVER05151-2005,2005-05-14,5550.0,1
EVER05151-2005,2005-05-17,6100.0,4
EVER05151-2005,2005-05-27,7000.0,14
EVER05151-2005,2005-05-30,7700.0,17
EVER05153-2005,2005-04-04,5360.0,0
EVER05153-2005,2005-04-12,6450.0,8
EVER05153-2005,2005-05-19,7700.0,45
EVER05153-2005,2005-05-20,8300.0,46
EVER05153-2005,2005-05-21,8849.0,47
EVER05154-2005,2005-04-03,5360.0,0
EVER05154-2005,2005-04-14,6450.0,11
EVER05154-2005,2005-05-15,7100.0,42
EVER05154-2005,2005-05-25,7500.0,52
EVER05155-2005,2005-03-26,5360.0,0
EVER05155-2005,2005-03-27,5360.0,1
EVER05155-2005,2005-04-14,6500.0,19
EVER05155-2005,2005-04-26,7020.0,31
EVER05155-2005,2005-04-27,7900.0,32
EVER05155-2005,2005-05-21,8300.0,56
EVER05155-2005,2005-05-22,8849.0,57
EVER05156-2005,2005-04-24,5360.0,0
EVER05156-2005,2005-04-26,6400.0,2
EVER05156-2005,2005-05-02,7060.0,8
EVER05156-2005,2005-05-15,7600.0,21
EVER05156-2005,2005-05-20,8300.0,26
EVER05156-2005,2005-05-21,8600.0,27
EVER05157-2005,2005-04-03,5360.0,0
EVER05157-2005,2005-04-11,6100.0,8
EVER05157-2005,2005-04-22,6500.0,19
EVER05157-2005,2005-05-10,7300.0,37
EVER05157-2005,2005-05-30,7900.0,57
EVER05157-2005,2005-05-31,8100.0,58
EVER05158-2005,2005-04-03,5360.0,0
EVER05158-2005,2005-04-11,6100.0,8
EVER05158-2005,2005-04-19,6500.0,16
EVER05158-2005,2005-04-26,7310.0,23
EVER05158-2005,2005-05-30,7900.0,57
EVER05158-2005,2005-05-31,8849.0,58
EVER05160-2005,2005-04-09,5360.0,0
EVER05160-2005,2005-04-16,6000.0,7
EVER05160-2005,2005-04-18,6400.0,9
EVER05160-2005,2005-05-30,8849.0,51
EVER05161-2005,2005-04-06,5360.0,0
EVER05161-2005,2005-04-15,6100.0,9
EVER05161-2005,2005-04-16,6450.0,10
EVER05161-2005,2005-05-19,7300.0,43
EVER05161-2005,2005-05-20,8000.0,44
EVER05161-2005,2005-05-31,8849.0,55
EVER05162-2005,2005-04-24,5360.0,0
EVER05162-2005,2005-04-28,6000.0,4
EVER05162-2005,2005-05-06,6420.0,12
EVER05162-2005,2005-05-07,7300.0,13
EVER05162-2005,2005-05-29,7900.0,35
EVER05162-2005,2005-05-30,8849.0,36
EVER05163-2005,2005-04-05,5360.0,0
EVER05163-2005,2005-04-20,5900.0,15
EVER05163-2005,2005-04-27,6400.0,22
EVER05163-2005,2005-05-20,7300.0,45
EVER05163-2005,2005-05-29,7900.0,54
EVER05163-2005,2005-05-30,8849.0,55
EVER05164-2005,2005-04-07,5360.0,0
EVER05164-2005,2005-04-19,5900.0,12
EVER05164-2005,2005-04-25,6400.0,18
EVER05164-2005,2005-05-20,7300.0,43
EVER05164-2005,2005-05-30,7920.0,53
EVER05164-2005,2005-05-31,8849.0,54
EVER05165-2005,2005-04-09,5360.0,0
EVER05165-2005,2005-05-14,6400.0,35
EVER05165-2005,2005-05-28,7300.0,49
EVER05165-2005,2005-05-29,7925.0,50
EVER05165-2005,2005-05-30,8800.0,51
EVER05166-2005,2005-04-09,5360.0,0
EVER05166-2005,2005-04-15,5900.0,6
EVER05166-2005,2005-04-17,6200.0,8
EVER05166-2005,2005-04-27,7100.0,18
EVER05166-2005,2005-05-21,7950.0,42
EVER05166-2005,2005-05-30,8849.0,51
EVER05167-2005,2005-04-02,5360.0,0
EVER05167-2005,2005-04-19,6100.0,17
EVER05167-2005,2005-04-20,6400.0,18
EVER05167-2005,2005-05-28,7140.0,56
EVER05167-2005,2005-05-29,7900.0,57
EVER05167-2005,2005-05-30,8849.0,58
EVER05168-2005,2005-04-01,5360.0,0
EVER05168-2005,2005-04-08,6000.0,7
EVER05168-2005,2005-04-12,6400.0,11
EVER05168-2005,2005-04-19,7200.0,18
EVER05168-2005,2005-05-20,7900.0,49
EVER05168-2005,2005-05-21,8300.0,50
EVER05169-2005,2005-04-01,5360.0,0
EVER05169-2005,2005-04-08,6000.0,7
EVER05169-2005,2005-04-12,6400.0,11
EVER05169-2005,2005-04-19,7300.0,18
EVER05169-2005,2005-05-20,7900.0,49
EVER05169-2005,2005-05-21,8350.0,50
EVER05170-2005,2005-04-05,5360.0,0
EVER05170-2005,2005-04-10,5900.0,5
EVER05170-2005,2005-04-12,6200.0,7
EVER05170-2005,2005-05-01,7100.0,26
EVER05170-2005,2005-05-02,7400.0,27
EVER05171-2005,2005-04-15,5360.0,0
EVER05171-2005,2005-04-20,6100.0,5
EVER05171-2005,2005-04-23,6400.0,8
EVER05171-2005,2005-04-28,7350.0,13
EVER05171-2005,2005-05-26,7350.0,41
EVER05172-2005,2005-04-01,5360.0,0
EVER05172-2005,2005-04-12,6950.0,11
EVER05172-2005,2005-05-02,7400.0,31
EVER05172-2005,2005-05-20,7900.0,49
EVER05172-2005,2005-05-21,8600.0,50
EVER05173-2005,2005-04-08,5360.0,0
EVER05173-2005,2005-04-16,6000.0,8
EVER05173-2005,2005-04-20,6400.0,12
EVER05173-2005,2005-05-11,6900.0,33
EVER05175-2005,2005-04-14,5360.0,0
EVER05175-2005,2005-05-05,7100.0,21
EVER05175-2005,2005-05-29,8000.0,45
EVER05175-2005,2005-05-30,8849.0,46
EVER05176-2005,2005-04-14,5360.0,0
EVER05176-2005,2005-04-18,7900.0,4
EVER05177-2005,2005-04-17,5360.0,0
EVER05177-2005,2005-04-20,6100.0,3
EVER05177-2005,2005-04-28,6400.0,11
EVER05177-2005,2005-05-13,7100.0,26
EVER05177-2005,2005-05-14,7200.0,27
EVER05178-2005,2005-04-12,5360.0,0
EVER05178-2005,2005-04-18,6100.0,6
EVER05178-2005,2005-04-25,6400.0,13
EVER05178-2005,2005-04-27,7150.0,15
EVER05179-2005,2005-04-21,5360.0,0
EVER05179-2005,2005-04-27,6200.0,6
EVER05179-2005,2005-04-28,6500.0,7
EVER05179-2005,2005-05-03,7300.0,12
EVER05179-2005,2005-05-14,7500.0,23
EVER05180-2005,2005-04-07,5360.0,0
EVER05180-2005,2005-04-12,6100.0,5
EVER05180-2005,2005-04-15,6400.0,8
EVER05180-2005,2005-04-17,7400.0,10
EVER05181-2005,2005-04-17,5360.0,0
EVER05181-2005,2005-04-22,6100.0,5
EVER05181-2005,2005-04-26,6400.0,9
EVER05181-2005,2005-04-29,7150.0,12
EVER05181-2005,2005-06-01,7980.0,45
EVER05181-2005,2005-06-02,8200.0,46
EVER05182-2005,2005-04-12,5360.0,0
EVER05182-2005,2005-04-18,6000.0,6
EVER05182-2005,2005-04-19,6500.0,7
EVER05182-2005,2005-04-27,7300.0,15
EVER05182-2005,2005-05-21,7300.0,39
EVER05183-2005,2005-03-31,5360.0,0
EVER05183-2005,2005-04-10,6050.0,10
EVER05183-2005,2005-04-14,6450.0,14
EVER05183-2005,2005-04-25,7270.0,25
EVER05183-2005,2005-05-20,7900.0,50
EVER05183-2005,2005-05-21,8400.0,51
EVER05184-2005,2005-03-30,5360.0,0
EVER05184-2005,2005-04-13,6000.0,14
EVER05184-2005,2005-04-16,6400.0,17
EVER05184-2005,2005-05-28,7300.0,59
EVER05184-2005,2005-05-29,7900.0,60
EVER05184-2005,2005-05-30,8849.0,61
EVER05185-2005,2005-04-07,5360.0,0
EVER05185-2005,2005-04-09,5360.0,2
EVER05185-2005,2005-04-15,6100.0,8
EVER05185-2005,2005-04-20,6300.0,13
EVER05185-2005,2005-04-28,7150.0,21
EVER05185-2005,2005-05-30,7950.0,53
EVER05185-2005,2005-05-31,8849.0,54
EVER05186-2005,2005-04-08,5360.0,0
EVER05186-2005,2005-04-15,6000.0,7
EVER05186-2005,2005-04-24,6000.0,16
EVER05187-2005,2005-04-11,5360.0,0
EVER05187-2005,2005-04-14,6100.0,3
EVER05187-2005,2005-04-15,6400.0,4
EVER05187-2005,2005-04-28,7300.0,17
EVER05187-2005,2005-06-01,8000.0,51
EVER05187-2005,2005-06-02,8849.0,52
EVER05188-2005,2005-04-23,5360.0,0
EVER05188-2005,2005-04-26,5500.0,3
EVER05188-2005,2005-05-05,7100.0,12
EVER05188-2005,2005-05-30,8760.0,37
EVER05189-2005,2005-04-10,5360.0,0
EVER05189-2005,2005-04-25,6000.0,15
EVER05189-2005,2005-04-28,6400.0,18
EVER05189-2005,2005-05-15,7400.0,35
EVER05189-2005,2005-05-16,7500.0,36
EVER05190-2005,2005-04-10,5360.0,0
EVER05190-2005,2005-04-14,6000.0,4
EVER05190-2005,2005-04-17,6400.0,7
EVER05190-2005,2005-05-19,7300.0,39
EVER05190-2005,2005-06-04,7900.0,55
EVER05190-2005,2005-06-05,8500.0,56
EVER05192-2005,2005-04-11,5360.0,0
EVER05192-2005,2005-04-18,6085.0,7
EVER05192-2005,2005-04-19,6380.0,8
EVER05192-2005,2005-04-30,7330.0,19
EVER05192-2005,2005-05-30,7900.0,49
EVER05192-2005,2005-06-02,8849.0,52
EVER05193-2005,2005-04-09,5360.0,0
EVER05193-2005,2005-04-15,6000.0,6
EVER05193-2005,2005-04-20,6400.0,11
EVER05193-2005,2005-05-05,7350.0,26
EVER05193-2005,2005-05-29,7900.0,50
EVER05193-2005,2005-05-30,8849.0,51
EVER05194-2005,2005-04-16,5360.0,0
EVER05194-2005,2005-04-23,6200.0,7
EVER05194-2005,2005-05-03,7500.0,17
EVER05194-2005,2005-05-29,8000.0,43
EVER05194-2005,2005-05-30,8849.0,44
EVER05195-2005,2005-04-14,5360.0,0
EVER05195-2005,2005-04-21,5900.0,7
EVER05195-2005,2005-04-28,6450.0,14
EVER05195-2005,2005-05-04,7100.0,20
EVER05195-2005,2005-06-03,7900.0,50
EVER05195-2005,2005-06-05,8849.0,52
EVER05196-2005,2005-04-09,5360.0,0
EVER05196-2005,2005-04-17,5883.0,8
EVER05196-2005,2005-04-18,6492.0,9
EVER05196-2005,2005-04-28,7254.0,19
EVER05196-2005,2005-05-30,7925.0,51
EVER05196-2005,2005-05-31,8849.0,52
EVER05197-2005,2005-04-03,5360.0,0
EVER05197-2005,2005-04-15,6000.0,12
EVER05197-2005,2005-04-18,6492.0,15
EVER05197-2005,2005-04-28,7254.0,25
EVER05198-2005,2005-04-05,5360.0,0
EVER05198-2005,2005-04-17,6096.0,12
EVER05198-2005,2005-04-18,6706.0,13
EVER05198-2005,2005-04-28,7315.0,23
EVER05198-2005,2005-05-30,7925.0,55
EVER05198-2005,2005-05-31,8750.0,56
EVER05301-2005,2005-09-06,5360.0,0
EVER05301-2005,2005-09-14,6400.0,8
EVER05301-2005,2005-09-24,6975.0,18
EVER06101-2006,2006-04-07,5360.0,0
EVER06101-2006,2006-04-21,7100.0,14
EVER06101-2006,2006-05-09,7700.0,32
EVER06101-2006,2006-05-10,8300.0,33
EVER06101-2006,2006-05-11,8849.0,34
EVER06102-2006,2006-04-13,5360.0,0
EVER06102-2006,2006-04-24,6000.0,11
EVER06102-2006,2006-04-30,6300.0,17
EVER06102-2006,2006-05-01,7000.0,18
EVER06102-2006,2006-05-22,8000.0,39
EVER06102-2006,2006-05-23,8849.0,40
EVER06103-2006,2006-04-10,5360.0,0
EVER06103-2006,2006-04-24,6200.0,14
EVER06103-2006,2006-04-25,6600.0,15
EVER06103-2006,2006-05-04,7200.0,24
EVER06103-2006,2006-05-18,7925.0,38
EVER06103-2006,2006-05-19,8849.0,39
EVER06104-2006,2006-04-06,5360.0,0
EVER06104-2006,2006-04-15,6000.0,9
EVER06104-2006,2006-04-16,6300.0,10
EVER06104-2006,2006-05-19,7300.0,43
EVER06104-2006,2006-05-22,8000.0,46
EVER06104-2006,2006-05-23,8849.0,47
EVER06105-2006,2006-04-10,5360.0,0
EVER06105-2006,2006-04-24,6000.0,14
EVER06105-2006,2006-04-26,6300.0,16
EVER06105-2006,2006-05-06,7300.0,26
EVER06105-2006,2006-05-22,8000.0,42
EVER06105-2006,2006-05-23,8849.0,43
EVER06106-2006,2006-04-22,5360.0,0
EVER06106-2006,2006-04-30,6000.0,8
EVER06106-2006,2006-05-05,6400.0,13
EVER06106-2006,2006-05-11,7400.0,19
EVER06106-2006,2006-05-18,7900.0,26
EVER06106-2006,2006-05-19,8700.0,27
EVER06107-2006,2006-04-12,5360.0,0
EVER06107-2006,2006-04-23,6100.0,11
EVER06107-2006,2006-04-25,6400.0,13
EVER06107-2006,2006-05-06,7100.0,24
EVER06107-2006,2006-05-22,7900.0,40
EVER06107-2006,2006-05-24,8849.0,42
EVER06108-2006,2006-04-08,5360.0,0
EVER06108-2006,2006-04-20,6000.0,12
EVER06108-2006,2006-04-22,6400.0,14
EVER06108-2006,2006-05-02,7200.0,24
EVER06108-2006,2006-05-18,7900.0,40
EVER06108-2006,2006-05-20,8849.0,42
EVER06109-2006,2006-04-06,5360.0,0
EVER06109-2006,2006-04-11,6000.0,5
EVER06109-2006,2006-04-19,6250.0,13
EVER06109-2006,2006-04-25,7000.0,19
EVER06109-2006,2006-05-17,8849.0,41
EVER06110-2006,2006-04-05,5360.0,0
EVER06110-2006,2006-04-24,6100.0,19
EVER06110-2006,2006-04-26,6500.0,21
EVER06110-2006,2006-05-04,7500.0,29
EVER06110-2006,2006-05-18,8000.0,43
EVER06111-2006,2006-04-12,5360.0,0
EVER06111-2006,2006-04-21,6100.0,9
EVER06111-2006,2006-04-28,6300.0,16
EVER06111-2006,2006-05-05,7380.0,23
EVER06111-2006,2006-05-17,7900.0,35
EVER06111-2006,2006-05-18,8849.0,36
EVER06112-2006,2006-04-12,5360.0,0
EVER06112-2006,2006-04-16,6350.0,4
EVER06112-2006,2006-05-03,7200.0,21
EVER06112-2006,2006-05-18,7900.0,36
EVER06112-2006,2006-05-20,8849.0,38
EVER06114-2006,2006-04-16,5360.0,0
EVER06114-2006,2006-04-21,6195.0,5
EVER06114-2006,2006-04-24,6665.0,8
EVER06114-2006,2006-05-02,7150.0,16
EVER06114-2006,2006-05-19,8849.0,33
EVER06116-2006,2006-04-04,5360.0,0
EVER06116-2006,2006-04-15,6000.0,11
EVER06116-2006,2006-04-16,6550.0,12
EVER06116-2006,2006-05-18,7300.0,44
EVER06116-2006,2006-05-20,7950.0,46
EVER06116-2006,2006-05-21,8849.0,47
EVER06118-2006,2006-04-09,5360.0,0
EVER06118-2006,2006-04-18,6000.0,9
EVER06118-2006,2006-04-20,6400.0,11
EVER06118-2006,2006-05-04,7400.0,25
EVER06118-2006,2006-05-19,8849.0,40
EVER06119-2006,2006-04-11,5360.0,0
EVER06119-2006,2006-05-01,6050.0,20
EVER06119-2006,2006-05-02,6400.0,21
EVER06119-2006,2006-05-18,7200.0,37
EVER06120-2006,2006-04-07,5360.0,0
EVER06120-2006,2006-04-16,6000.0,9
EVER06120-2006,2006-04-29,6300.0,22
EVER06120-2006,2006-05-03,7000.0,26
EVER06120-2006,2006-05-12,8000.0,35
EVER06120-2006,2006-05-23,8849.0,46
