expid,date,y,x
EVER02126-2002,2002-04-28,7000.0,17
EVER02126-2002,2002-05-15,7800.0,34
EVER02126-2002,2002-05-16,8300.0,35
EVER02126-2002,2002-05-17,8849.0,36
EVER02127-2002,2002-04-09,5360.0,0
EVER02127-2002,2002-04-10,5360.0,1
EVER02127-2002,2002-04-15,5640.0,6
EVER02127-2002,2002-04-20,7066.0,11
EVER02127-2002,2002-05-10,7500.0,31
EVER02128-2002,2002-04-16,5360.0,0
EVER02128-2002,2002-04-17,6400.0,1
EVER02128-2002,2002-05-14,7000.0,28
EVER02128-2002,2002-05-15,7900.0,29
EVER02128-2002,2002-05-16,8300.0,30
EVER02128-2002,2002-05-17,8849.0,31
EVER02129-2002,2002-04-04,5360.0,0
EVER02129-2002,2002-04-11,6100.0,7
EVER02129-2002,2002-04-13,6500.0,9
EVER02129-2002,2002-04-30,7300.0,26
EVER02129-2002,2002-05-14,7900.0,40
EVER02129-2002,2002-05-16,8849.0,42
EVER02130-2002,2002-04-08,5360.0,0
EVER02130-2002,2002-04-14,6100.0,6
EVER02130-2002,2002-04-16,6400.0,8
EVER02130-2002,2002-05-04,7350.0,26
EVER02130-2002,2002-05-15,7900.0,37
EVER02130-2002,2002-05-16,8849.0,38
EVER02131-2002,2002-04-01,5360.0,0
EVER02131-2002,2002-04-10,6200.0,9
EVER02131-2002,2002-04-15,6600.0,14
EVER02131-2002,2002-05-14,7500.0,43
EVER02131-2002,2002-05-15,7900.0,44
EVER02131-2002,2002-05-16,8550.0,45
EVER02132-2002,2002-04-01,5360.0,0
EVER02132-2002,2002-04-11,6200.0,10
EVER02132-2002,2002-04-12,6500.0,11
EVER02132-2002,2002-04-18,6800.0,17
EVER02132-2002,2002-05-15,7900.0,44
EVER02132-2002,2002-05-16,8849.0,45
EVER02133-2002,2002-04-10,5360.0,0
EVER02133-2002,2002-04-15,6000.0,5
EVER02133-2002,2002-04-17,6450.0,7
EVER02133-2002,2002-05-06,7300.0,26
EVER02133-2002,2002-05-23,7900.0,43
EVER02133-2002,2002-05-25,8849.0,45
EVER02134-2002,2002-04-08,5360.0,0
EVER02134-2002,2002-04-16,6000.0,8
EVER02134-2002,2002-04-20,6400.0,12
EVER02134-2002,2002-05-13,7300.0,35
EVER02134-2002,2002-05-14,7900.0,36
EVER02134-2002,2002-05-16,8849.0,38
EVER02135-2002,2002-04-10,5360.0,0
EVER02135-2002,2002-04-25,6270.0,15
EVER02135-2002,2002-05-13,6800.0,33
EVER02135-2002,2002-05-14,7900.0,34
EVER02135-2002,2002-05-16,8849.0,36
EVER02136-2002,2002-04-07,5360.0,0
EVER02136-2002,2002-04-13,6000.0,6
EVER02136-2002,2002-04-20,6400.0,13
EVER02136-2002,2002-05-09,7200.0,32
EVER02136-2002,2002-05-15,7900.0,38
EVER02136-2002,2002-05-16,8849.0,39
EVER02137-2002,2002-04-04,5360.0,0
EVER02137-2002,2002-04-13,6300.0,9
EVER02137-2002,2002-04-17,6700.0,13
EVER02137-2002,2002-04-21,7300.0,17
EVER02137-2002,2002-05-07,7900.0,33
EVER02137-2002,2002-05-16,8849.0,42
EVER02138-2002,2002-04-02,5360.0,0
EVER02138-2002,2002-04-11,5900.0,9
EVER02138-2002,2002-04-17,6400.0,15
EVER02138-2002,2002-05-13,7300.0,41
EVER02138-2002,2002-05-14,7950.0,42
EVER02138-2002,2002-05-16,8849.0,44
EVER02140-2002,2002-04-13,5360.0,0
EVER02140-2002,2002-04-19,5900.0,6
EVER02140-2002,2002-04-21,6400.0,8
EVER02140-2002,2002-05-05,7200.0,22
EVER02140-2002,2002-05-23,7900.0,40
EVER02140-2002,2002-05-25,8849.0,42
EVER02141-2002,2002-04-05,5360.0,0
EVER02141-2002,2002-04-13,6000.0,8
EVER02141-2002,2002-04-16,6350.0,11
EVER02141-2002,2002-05-07,7200.0,32
EVER02141-2002,2002-05-18,7900.0,43
EVER02141-2002,2002-05-25,8849.0,50
EVER02142-2002,2002-04-08,5360.0,0
EVER02142-2002,2002-04-17,6100.0,9
EVER02142-2002,2002-04-19,6500.0,11
EVER02142-2002,2002-05-02,7300.0,24
EVER02142-2002,2002-05-17,7900.0,39
EVER02142-2002,2002-05-18,8849.0,40
EVER02143-2002,2002-04-07,5360.0,0
EVER02143-2002,2002-04-14,6300.0,7
EVER02143-2002,2002-04-20,6700.0,13
EVER02143-2002,2002-04-22,7300.0,15
EVER02143-2002,2002-05-15,7900.0,38
EVER02143-2002,2002-05-16,8849.0,39
EVER02144-2002,2002-04-04,5360.0,0
EVER02144-2002,2002-04-14,6000.0,10
EVER02144-2002,2002-04-18,6400.0,14
EVER02144-2002,2002-05-06,7300.0,32
EVER02144-2002,2002-05-15,7900.0,41
EVER02144-2002,2002-05-16,8849.0,42
EVER02145-2002,2002-03-11,5360.0,0
EVER02145-2002,2002-04-11,6500.0,31
EVER02145-2002,2002-04-24,7028.0,44
EVER02145-2002,2002-05-15,7900.0,65
EVER02145-2002,2002-05-16,8300.0,66
EVER02145-2002,2002-05-17,8849.0,67
EVER02301-2002,2002-08-11,5360.0,0
EVER02301-2002,2002-08-14,5360.0,3
EVER02301-2002,2002-08-23,6400.0,12
EVER02301-2002,2002-08-28,7000.0,17
EVER02301-2002,2002-09-02,7700.0,22
EVER02301-2002,2002-09-07,8300.0,27
EVER02301-2002,2002-09-08,8849.0,28
EVER02302-2002,2002-08-24,5360.0,0
EVER02302-2002,2002-09-06,6150.0,13
EVER02302-2002,2002-09-11,6550.0,18
EVER02302-2002,2002-09-15,7300.0,22
EVER02302-2002,2002-10-02,7800.0,39
EVER02303-2002,2002-09-10,5360.0,0
EVER02303-2002,2002-09-13,6400.0,3
EVER02303-2002,2002-09-20,7000.0,10
EVER02303-2002,2002-09-21,7100.0,11
EVER02304-2002,2002-08-25,5360.0,0
EVER02304-2002,2002-09-07,6100.0,13
EVER02304-2002,2002-09-14,6400.0,20
EVER02304-2002,2002-09-17,7300.0,23
EVER02304-2002,2002-10-03,7900.0,39
EVER02304-2002,2002-10-05,8750.0,41
EVER02305-2002,2002-09-03,5360.0,0
EVER02305-2002,2002-09-11,6100.0,8
EVER02305-2002,2002-09-15,6400.0,12
EVER02305-2002,2002-09-25,7300.0,22
EVER02305-2002,2002-10-02,7900.0,29
EVER02305-2002,2002-10-04,8400.0,31
EVER03102-2003,2003-04-21,5360.0,0
EVER03102-2003,2003-04-26,7040.0,5
EVER03102-2003,2003-05-16,7700.0,25
EVER03102-2003,2003-05-17,8300.0,26
EVER03102-2003,2003-05-18,8600.0,27
EVER03103-2003,2003-04-22,5360.0,0
EVER03103-2003,2003-05-01,6000.0,9
EVER03103-2003,2003-05-10,6500.0,18
EVER03103-2003,2003-05-22,8849.0,30
EVER03106-2003,2003-03-30,5360.0,0
EVER03106-2003,2003-04-03,6050.0,4
EVER03106-2003,2003-04-10,6470.0,11
EVER03106-2003,2003-04-17,6900.0,18
EVER03106-2003,2003-05-10,7450.0,41
EVER03106-2003,2003-05-11,7650.0,42
EVER03107-2003,2003-04-12,5360.0,0
EVER03107-2003,2003-04-23,6100.0,11
EVER03107-2003,2003-04-26,6400.0,14
EVER03107-2003,2003-05-23,7315.0,41
EVER03107-2003,2003-05-24,7900.0,42
EVER03107-2003,2003-05-26,8849.0,44
EVER03108-2003,2003-04-06,5360.0,0
EVER03108-2003,2003-04-15,6065.0,9
EVER03108-2003,2003-04-23,6249.0,17
EVER03108-2003,2003-05-07,7300.0,31
EVER03108-2003,2003-05-28,7900.0,52
EVER03108-2003,2003-05-30,8849.0,54
EVER03109-2003,2003-04-09,5360.0,0
EVER03109-2003,2003-04-16,6400.0,7
EVER03109-2003,2003-04-28,7000.0,19
EVER03109-2003,2003-05-21,7640.0,42
EVER03109-2003,2003-05-29,8200.0,50
EVER03109-2003,2003-05-30,8849.0,51
EVER03110-2003,2003-04-01,5360.0,0
EVER03110-2003,2003-04-10,5700.0,9
EVER03110-2003,2003-04-12,6200.0,11
EVER03110-2003,2003-04-15,7200.0,14
EVER03110-2003,2003-05-21,7900.0,50
EVER03110-2003,2003-05-22,8400.0,51
EVER03111-2003,2003-04-17,5360.0,0
EVER03111-2003,2003-04-23,6100.0,6
EVER03111-2003,2003-04-29,6400.0,12
EVER03111-2003,2003-05-04,7300.0,17
EVER03111-2003,2003-05-20,7900.0,33
EVER03111-2003,2003-05-22,8849.0,35
EVER03112-2003,2003-04-02,5360.0,0
EVER03112-2003,2003-04-09,5920.0,7
EVER03112-2003,2003-04-11,6400.0,9
EVER03112-2003,2003-04-21,7300.0,19
EVER03112-2003,2003-05-20,7954.0,48
EVER03112-2003,2003-05-22,8849.0,50
EVER03113-2003,2003-04-12,5360.0,0
EVER03113-2003,2003-04-23,6100.0,11
EVER03113-2003,2003-04-25,6500.0,13
EVER03113-2003,2003-05-10,7162.0,28
EVER03113-2003,2003-05-27,7900.0,45
EVER03113-2003,2003-05-30,8849.0,48
EVER03116-2003,2003-04-11,5360.0,0
EVER03116-2003,2003-04-17,6000.0,6
EVER03116-2003,2003-04-21,6500.0,10
EVER03116-2003,2003-04-25,7500.0,14
EVER03116-2003,2003-05-19,7900.0,38
EVER03116-2003,2003-05-20,8500.0,39
EVER03117-2003,2003-04-18,5360.0,0
EVER03117-2003,2003-04-24,6300.0,6
EVER03117-2003,2003-04-28,7000.0,10
EVER03117-2003,2003-05-24,7800.0,36
EVER03117-2003,2003-05-25,8300.0,37
EVER03117-2003,2003-05-26,8849.0,38
EVER03118-2003,2003-04-01,5360.0,0
EVER03118-2003,2003-04-11,5900.0,10
EVER03118-2003,2003-04-24,7200.0,23
EVER03118-2003,2003-05-19,7900.0,48
EVER03118-2003,2003-05-26,8849.0,55
EVER03119-2003,2003-04-20,5360.0,0
EVER03119-2003,2003-04-23,6000.0,3
EVER03119-2003,2003-04-24,6400.0,4
EVER03119-2003,2003-04-25,6700.0,5
EVER03119-2003,2003-05-09,7983.0,19
EVER03120-2003,2003-04-21,5360.0,0
EVER03120-2003,2003-04-23,6100.0,2
EVER03120-2003,2003-04-26,6400.0,5
EVER03120-2003,2003-05-08,7100.0,17
EVER03120-2003,2003-05-13,7900.0,22
EVER03120-2003,2003-05-26,8815.0,35
EVER03121-2003,2003-04-15,5360.0,0
EVER03121-2003,2003-04-19,6000.0,4
EVER03121-2003,2003-04-21,6450.0,6
EVER03121-2003,2003-05-03,7200.0,18
EVER03121-2003,2003-05-20,7900.0,35
EVER03121-2003,2003-05-26,8849.0,41
EVER03122-2003,2003-04-22,5360.0,0
EVER03122-2003,2003-04-24,6150.0,2
EVER03122-2003,2003-04-26,6500.0,4
EVER03122-2003,2003-05-02,7300.0,10
EVER03122-2003,2003-05-22,7900.0,30
EVER03122-2003,2003-05-23,8849.0,31
EVER03123-2003,2003-04-08,5360.0,0
EVER03123-2003,2003-04-12,6700.0,4
EVER03123-2003,2003-04-16,7300.0,8
EVER03123-2003,2003-05-03,7900.0,25
EVER03123-2003,2003-05-21,8849.0,43
EVER03124-2003,2003-04-08,5360.0,0
EVER03124-2003,2003-04-17,6100.0,9
EVER03124-2003,2003-04-20,6400.0,12
EVER03124-2003,2003-05-08,7300.0,30
EVER03124-2003,2003-05-15,7900.0,37
EVER03124-2003,2003-05-23,8849.0,45
EVER03125-2003,2003-04-09,5360.0,0
EVER03125-2003,2003-04-18,6096.0,9
EVER03125-2003,2003-04-22,6400.0,13
EVER03125-2003,2003-05-08,7315.0,29
EVER03125-2003,2003-05-09,7925.0,30
EVER03125-2003,2003-05-26,8849.0,47
EVER03126-2003,2003-04-08,5360.0,0
EVER03126-2003,2003-04-15,6100.0,7
EVER03126-2003,2003-04-26,6450.0,18
EVER03126-2003,2003-05-19,7150.0,41
EVER03126-2003,2003-05-20,7980.0,42
EVER03126-2003,2003-05-22,8849.0,44
EVER03127-2003,2003-04-05,5360.0,0
EVER03127-2003,2003-04-10,6000.0,5
EVER03127-2003,2003-04-16,6400.0,11
EVER03127-2003,2003-05-01,7200.0,26
EVER03127-2003,2003-05-20,7600.0,45
EVER03128-2003,2003-03-28,5360.0,0
EVER03128-2003,2003-04-10,6100.0,13
EVER03128-2003,2003-04-14,6500.0,17
EVER03128-2003,2003-04-22,7300.0,25
EVER03128-2003,2003-05-20,7900.0,53
EVER03128-2003,2003-05-30,8849.0,63
EVER03129-2003,2003-04-03,5360.0,0
EVER03129-2003,2003-04-08,6070.0,5
EVER03129-2003,2003-04-14,6460.0,11
EVER03129-2003,2003-04-27,7180.0,24
EVER03129-2003,2003-05-20,7920.0,47
EVER03129-2003,2003-05-22,8849.0,49
EVER03130-2003,2003-04-07,5360.0,0
EVER03130-2003,2003-04-09,6000.0,2
EVER03130-2003,2003-04-17,6600.0,10
EVER03130-2003,2003-04-27,7200.0,20
EVER03130-2003,2003-05-21,7900.0,44
EVER03130-2003,2003-05-22,8849.0,45
EVER03131-2003,2003-04-06,5360.0,0
EVER03131-2003,2003-04-11,6100.0,5
EVER03131-2003,2003-04-16,6400.0,10
EVER03131-2003,2003-04-22,7200.0,16
EVER03131-2003,2003-05-20,7900.0,44
EVER03131-2003,2003-05-22,8849.0,46
EVER03132-2003,2003-04-09,5360.0,0
EVER03132-2003,2003-04-13,6200.0,4
EVER03132-2003,2003-04-19,6500.0,10
EVER03132-2003,2003-04-26,7200.0,17
EVER03132-2003,2003-05-20,8826.0,41
EVER03133-2003,2003-03-29,5360.0,0
EVER03133-2003,2003-04-04,6000.0,6
EVER03133-2003,2003-04-18,6400.0,20
EVER03133-2003,2003-05-02,7300.0,34
EVER03133-2003,2003-05-19,7900.0,51
EVER03133-2003,2003-05-22,8849.0,54
EVER03134-2003,2003-04-07,5360.0,0
EVER03134-2003,2003-04-14,6100.0,7
EVER03134-2003,2003-04-20,6400.0,13
EVER03134-2003,2003-04-23,7200.0,16
EVER03134-2003,2003-05-20,7900.0,43
EVER03134-2003,2003-05-26,8849.0,49
EVER03135-2003,2003-04-14,5360.0,0
EVER03135-2003,2003-04-22,6400.0,8
EVER03135-2003,2003-04-24,7100.0,10
EVER03135-2003,2003-05-20,7800.0,36
EVER03135-2003,2003-05-21,8300.0,37
EVER03135-2003,2003-05-22,8849.0,38
EVER03136-2003,2003-04-08,5360.0,0
EVER03136-2003,2003-04-09,5360.0,1
EVER03136-2003,2003-05-27,7300.0,49
EVER03137-2003,2003-04-12,5360.0,0
EVER03137-2003,2003-04-17,6400.0,5
EVER03137-2003,2003-04-27,7050.0,15
EVER03137-2003,2003-05-05,7600.0,23
EVER03137-2003,2003-05-18,8300.0,36
EVER03137-2003,2003-05-22,8849.0,40
EVER03138-2003,2003-04-10,5360.0,0
EVER03138-2003,2003-04-19,6400.0,9
EVER03138-2003,2003-04-25,7000.0,15
EVER03138-2003,2003-05-20,7650.0,40
EVER03138-2003,2003-05-22,8300.0,42
EVER03138-2003,2003-05-31,8849.0,51
EVER03139-2003,2003-03-31,5360.0,0
EVER03139-2003,2003-04-09,6400.0,9
EVER03139-2003,2003-04-21,7000.0,21
EVER03139-2003,2003-05-19,7800.0,49
EVER03139-2003,2003-05-20,8200.0,50
EVER03139-2003,2003-05-21,8849.0,51
EVER03140-2003,2003-03-26,5360.0,0
EVER03140-2003,2003-03-30,6100.0,4
EVER03140-2003,2003-04-08,6500.0,13
EVER03140-2003,2003-04-18,7300.0,23
EVER03140-2003,2003-04-27,7680.0,32
EVER03140-2003,2003-05-22,8849.0,57
EVER03143-2003,2003-04-08,5360.0,0
EVER03143-2003,2003-04-14,6400.0,6
EVER03143-2003,2003-04-25,7000.0,17
EVER03143-2003,2003-05-20,7700.0,42
EVER03143-2003,2003-05-21,8300.0,43
EVER03143-2003,2003-05-22,8550.0,44
EVER03144-2003,2003-04-07,5360.0,0
EVER03144-2003,2003-04-16,6400.0,9
EVER03144-2003,2003-04-25,7000.0,18
EVER03144-2003,2003-04-26,7500.0,19
EVER03144-2003,2003-05-17,7900.0,40
EVER03144-2003,2003-05-18,8300.0,41
EVER03144-2003,2003-05-30,8849.0,53
EVER03145-2003,2003-04-15,5360.0,0
EVER03145-2003,2003-05-02,5550.0,17
EVER03145-2003,2003-05-03,5800.0,18
EVER03146-2003,2003-04-19,5360.0,0
EVER03146-2003,2003-04-24,6500.0,5
EVER03146-2003,2003-04-30,7000.0,11
EVER03146-2003,2003-05-29,7600.0,40
EVER03147-2003,2003-04-15,5360.0,0
EVER03147-2003,2003-04-22,6400.0,7
EVER03147-2003,2003-04-27,7000.0,12
EVER03147-2003,2003-05-20,7700.0,35
EVER03147-2003,2003-05-21,8300.0,36
EVER03147-2003,2003-05-22,8849.0,37
EVER03148-2003,2003-04-21,5360.0,0
EVER03148-2003,2003-04-27,6400.0,6
EVER03148-2003,2003-05-07,7000.0,16
EVER03148-2003,2003-05-18,7700.0,27
EVER03148-2003,2003-05-21,8300.0,30
EVER03148-2003,2003-05-22,8849.0,31
EVER03149-2003,2003-04-11,5360.0,0
EVER03149-2003,2003-04-18,6400.0,7
EVER03149-2003,2003-04-22,7000.0,11
EVER03149-2003,2003-05-19,7700.0,38
EVER03149-2003,2003-05-20,8300.0,39
EVER03149-2003,2003-05-22,8849.0,41
EVER03150-2003,2003-04-21,5360.0,0
EVER03150-2003,2003-04-28,6400.0,7
EVER03150-2003,2003-05-05,7060.0,14
EVER03150-2003,2003-05-21,8300.0,30
EVER03151-2003,2003-04-11,5360.0,0
EVER03151-2003,2003-04-18,6400.0,7
EVER03151-2003,2003-04-22,7000.0,11
EVER03151-2003,2003-04-26,7700.0,15
EVER03151-2003,2003-05-21,8300.0,40
EVER03151-2003,2003-05-22,8600.0,41
EVER03152-2003,2003-04-12,5360.0,0
EVER03152-2003,2003-04-14,6400.0,2
EVER03152-2003,2003-04-19,7000.0,7
EVER03152-2003,2003-05-20,7800.0,38
EVER03152-2003,2003-05-21,8300.0,39
EVER03152-2003,2003-05-22,8600.0,40
EVER03153-2003,2003-04-11,5360.0,0
EVER03153-2003,2003-04-19,6018.0,8
EVER03153-2003,2003-04-20,6374.0,9
EVER03153-2003,2003-05-02,7120.0,21
EVER03153-2003,2003-05-21,8000.0,40
EVER03153-2003,2003-05-22,8849.0,41
EVER03155-2003,2003-04-15,5360.0,0
EVER03155-2003,2003-04-19,6400.0,4
EVER03155-2003,2003-05-19,7000.0,34
EVER03155-2003,2003-05-20,7800.0,35
EVER03155-2003,2003-05-21,8300.0,36
EVER03155-2003,2003-05-22,8826.0,37
EVER03156-2003,2003-04-21,5360.0,0
EVER03156-2003,2003-04-26,6400.0,5
EVER03156-2003,2003-04-29,7060.0,8
EVER03157-2003,2003-03-29,5360.0,0
EVER03157-2003,2003-04-12,6100.0,14
EVER03157-2003,2003-04-18,6400.0,20
EVER03157-2003,2003-04-23,7100.0,25
EVER03157-2003,2003-05-20,7900.0,52
EVER03157-2003,2003-05-21,8200.0,53
EVER03158-2003,2003-03-29,5360.0,0
EVER03158-2003,2003-04-02,6400.0,4
EVER03158-2003,2003-04-17,7050.0,19
EVER03158-2003,2003-05-01,7600.0,33
EVER03158-2003,2003-05-21,8849.0,53
EVER03160-2003,2003-04-10,5360.0,0
EVER03160-2003,2003-04-28,6430.0,18
EVER03160-2003,2003-05-01,7000.0,21
EVER03160-2003,2003-05-07,7700.0,27
EVER03160-2003,2003-05-10,8200.0,30
EVER03160-2003,2003-05-21,8849.0,41
EVER03161-2003,2003-04-08,5360.0,0
EVER03161-2003,2003-04-09,5360.0,1
EVER03161-2003,2003-05-25,7600.0,47
EVER03162-2003,2003-04-08,5360.0,0
EVER03162-2003,2003-04-12,6400.0,4
EVER03162-2003,2003-04-21,7060.0,13
EVER03162-2003,2003-05-10,7750.0,32
EVER03162-2003,2003-05-21,8300.0,43
EVER03162-2003,2003-05-22,8849.0,44
EVER03163-2003,2003-04-24,5360.0,0
EVER03163-2003,2003-04-27,6400.0,3
EVER03163-2003,2003-04-29,7060.0,5
EVER03163-2003,2003-05-21,7600.0,27
EVER03168-2003,2003-04-01,5360.0,0
EVER03168-2003,2003-04-08,5360.0,7
EVER03168-2003,2003-04-14,6100.0,13
EVER03168-2003,2003-04-23,6300.0,22
EVER03168-2003,2003-05-03,7300.0,32
EVER03168-2003,2003-05-20,7900.0,49
EVER03168-2003,2003-05-22,8849.0,51
EVER03170-2003,2003-04-05,5360.0,0
EVER03170-2003,2003-04-10,6400.0,5
EVER03170-2003,2003-04-16,7000.0,11
EVER03170-2003,2003-05-20,8200.0,45
EVER03170-2003,2003-05-21,8600.0,46
EVER03171-2003,2003-04-19,5360.0,0
EVER03171-2003,2003-05-14,7400.0,25
EVER03171-2003,2003-05-27,7500.0,38
EVER03201-2003,2003-07-22,5360.0,0
EVER03201-2003,2003-07-27,5600.0,5
EVER03201-2003,2003-07-31,5900.0,9
EVER03201-2003,2003-09-08,6200.0,48
EVER03201-2003,2003-09-10,7000.0,50
EVER03301-2003,2003-09-11,5360.0,0
EVER03301-2003,2003-09-21,6100.0,10
EVER03301-2003,2003-09-22,6400.0,11
EVER03301-2003,2003-10-06,7400.0,25
EVER03301-2003,2003-11-01,7900.0,51
EVER03301-2003,2003-11-02,8748.0,52
EVER04101-2004,2004-03-29,5360.0,0
EVER04101-2004,2004-04-03,6000.0,5
EVER04101-2004,2004-04-09,6350.0,11
EVER04101-2004,2004-04-18,7234.0,20
EVER04101-2004,2004-05-15,7900.0,47
EVER04101-2004,2004-05-16,8849.0,48
EVER04102-2004,2004-04-03,5360.0,0
EVER04102-2004,2004-04-20,6005.0,17
EVER04102-2004,2004-04-22,6523.0,19
EVER04102-2004,2004-05-13,7315.0,40
EVER04102-2004,2004-05-14,7925.0,41
EVER04102-2004,2004-05-16,8849.0,43
EVER04103-2004,2004-04-10,5360.0,0
EVER04103-2004,2004-04-19,6100.0,9
EVER04103-2004,2004-04-20,6500.0,10
EVER04103-2004,2004-05-06,7200.0,26
EVER04103-2004,2004-05-22,7900.0,42
EVER04103-2004,2004-05-24,8849.0,44
EVER04104-2004,2004-04-05,5360.0,0
EVER04104-2004,2004-04-09,6400.0,4
EVER04104-2004,2004-04-20,7000.0,15
EVER04104-2004,2004-05-06,7400.0,31
EVER04104-2004,2004-05-07,7900.0,32
EVER04104-2004,2004-05-19,8350.0,44
EVER04104-2004,2004-05-20,8849.0,45
EVER04105-2004,2004-04-14,5360.0,0
EVER04105-2004,2004-04-26,7050.0,12
EVER04105-2004,2004-05-16,7900.0,32
EVER04105-2004,2004-05-17,8300.0,33
EVER04105-2004,2004-05-18,8849.0,34
EVER04106-2004,2004-04-10,5360.0,0
EVER04106-2004,2004-04-17,6400.0,7
EVER04106-2004,2004-04-29,7000.0,19
EVER04106-2004,2004-05-15,7700.0,35
EVER04106-2004,2004-05-16,8300.0,36
EVER04106-2004,2004-05-17,8849.0,37
EVER04108-2004,2004-04-05,5360.0,0
EVER04108-2004,2004-04-08,5800.0,3
EVER04108-2004,2004-04-09,6420.0,4
EVER04108-2004,2004-04-15,7050.0,10
EVER04108-2004,2004-04-23,7500.0,18
EVER04109-2004,2004-04-07,5360.0,0
EVER04109-2004,2004-04-13,6400.0,6
EVER04109-2004,2004-04-20,7100.0,13
EVER04109-2004,2004-04-22,8300.0,15
EVER04109-2004,2004-04-23,8700.0,16
EVER04109-2004,2004-05-23,8700.0,46
EVER04111-2004,2004-04-28,5360.0,0
EVER04111-2004,2004-05-02,6400.0,4
EVER04111-2004,2004-05-07,7000.0,9
EVER04111-2004,2004-05-17,7800.0,19
EVER04111-2004,2004-05-23,8000.0,25
EVER04112-2004,2004-04-22,5360.0,0
EVER04112-2004,2004-04-28,7400.0,6
EVER04112-2004,2004-05-03,7900.0,11
EVER04113-2004,2004-04-29,5360.0,0
EVER04113-2004,2004-05-04,6400.0,5
EVER04113-2004,2004-05-06,7000.0,7
EVER04113-2004,2004-05-17,7750.0,18
EVER04113-2004,2004-05-18,8100.0,19
EVER04114-2004,2004-04-18,5360.0,0
EVER04114-2004,2004-04-25,5950.0,7
EVER04114-2004,2004-04-26,6460.0,8
EVER04114-2004,2004-05-07,7150.0,19
EVER04114-2004,2004-05-15,7930.0,27
EVER04114-2004,2004-05-16,8849.0,28
EVER04116-2004,2004-04-12,5360.0,0
EVER04116-2004,2004-04-16,6400.0,4
EVER04116-2004,2004-04-19,7000.0,7
EVER04116-2004,2004-05-06,7500.0,24
EVER04116-2004,2004-05-17,7900.0,35
EVER04117-2004,2004-04-05,5360.0,0
EVER04117-2004,2004-04-09,6400.0,4
EVER04117-2004,2004-04-21,7050.0,16
EVER04117-2004,2004-05-06,7570.0,31
EVER04117-2004,2004-05-19,7800.0,44
EVER04118-2004,2004-04-12,5360.0,0
EVER04118-2004,2004-04-16,5800.0,4
EVER04118-2004,2004-04-17,6400.0,5
EVER04118-2004,2004-04-21,7000.0,9
EVER04118-2004,2004-05-07,7500.0,25
EVER04118-2004,2004-05-17,8300.0,35
EVER04118-2004,2004-05-18,8849.0,36
EVER04119-2004,2004-04-07,5360.0,0
EVER04119-2004,2004-04-14,6400.0,7
EVER04119-2004,2004-04-18,7000.0,11
EVER04119-2004,2004-05-21,7700.0,44
EVER04119-2004,2004-05-26,8300.0,49
EVER04119-2004,2004-05-27,8849.0,50
EVER04120-2004,2004-04-17,5360.0,0
EVER04120-2004,2004-04-21,6500.0,4
EVER04120-2004,2004-04-23,7000.0,6
EVER04120-2004,2004-04-27,7900.0,10
EVER04120-2004,2004-05-18,8300.0,31
EVER04120-2004,2004-05-19,8849.0,32
EVER04121-2004,2004-04-12,5360.0,0
EVER04121-2004,2004-04-19,6400.0,7
EVER04121-2004,2004-05-01,7000.0,19
EVER04121-2004,2004-05-16,7900.0,34
EVER04121-2004,2004-05-17,8849.0,35
EVER04122-2004,2004-04-04,5360.0,0
EVER04122-2004,2004-04-16,6400.0,12
EVER04122-2004,2004-05-17,7000.0,43
EVER04122-2004,2004-05-18,7900.0,44
EVER04122-2004,2004-05-19,8200.0,45
EVER04122-2004,2004-05-20,8849.0,46
EVER04123-2004,2004-04-05,5360.0,0
EVER04123-2004,2004-04-10,6100.0,5
EVER04123-2004,2004-04-14,6400.0,9
EVER04123-2004,2004-04-20,7300.0,15
EVER04123-2004,2004-05-15,7900.0,40
EVER04123-2004,2004-05-16,8849.0,41
EVER04124-2004,2004-04-03,5360.0,0
EVER04124-2004,2004-04-08,6400.0,5
EVER04124-2004,2004-04-15,7050.0,12
EVER04124-2004,2004-05-16,7900.0,43
EVER04124-2004,2004-05-17,8300.0,44
EVER04124-2004,2004-05-20,8849.0,47
EVER04131-2004,2004-04-25,5360.0,0
EVER04131-2004,2004-05-03,6400.0,8
EVER04131-2004,2004-05-17,7000.0,22
EVER04131-2004,2004-05-18,7800.0,23
EVER04131-2004,2004-05-19,8200.0,24
EVER04131-2004,2004-05-20,8849.0,25
EVER04132-2004,2004-04-19,5360.0,0
EVER04132-2004,2004-04-25,6300.0,6
EVER04132-2004,2004-05-07,7000.0,18
EVER04132-2004,2004-05-18,7750.0,29
EVER04132-2004,2004-05-19,8300.0,30
EVER04132-2004,2004-05-20,8849.0,31
EVER04133-2004,2004-04-05,5360.0,0
EVER04133-2004,2004-04-10,6400.0,5
EVER04133-2004,2004-04-22,7000.0,17
EVER04133-2004,2004-05-17,7800.0,42
EVER04133-2004,2004-05-18,8300.0,43
EVER04133-2004,2004-05-20,8849.0,45
EVER04134-2004,2004-04-14,5360.0,0
EVER04134-2004,2004-04-20,6100.0,6
EVER04134-2004,2004-04-29,7000.0,15
EVER04134-2004,2004-05-05,7900.0,21
EVER04134-2004,2004-05-18,8200.0,34
EVER04134-2004,2004-05-20,8849.0,36
EVER04135-2004,2004-04-05,5360.0,0
EVER04135-2004,2004-04-11,6060.0,6
EVER04135-2004,2004-04-12,6511.0,7
EVER04135-2004,2004-04-25,7300.0,20
